host,rtt,port,server_name,synStart,synEnd,scanEnd,protocol,cipher,resultString,verify_err_no,verify_code,server_version,depth,depth_verbose,error_data
1.0.0.2,,443,security.cloudflare-dns.com,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
1.0.0.3,,443,family.cloudflare-dns.com,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
101.198.192.33,,443,doh.360.cn,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
1.0.0.1,,443,cloudflare-dns.com,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
101.32.214.41,,443,dns.sincere.host,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
101.32.27.77,,443,dns.heqir.xyz,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
101.32.73.53,,443,dns.outline.asia,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
101.33.125.235,,443,i.passcloud.xyz,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
101.101.101.101,,443,twnic-public-dns.twnic.tw,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
101.33.235.10,,443,dns.18bit.cn,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
101.101.101.101,,443,dns.twnic.tw,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
101.198.191.131,,443,doh.360.cn,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
101.198.191.133,,443,doh.360.cn,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
101.198.191.135,,443,doh.360.cn,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
101.198.191.247,,443,doh.360.cn,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
101.198.191.4,,443,doh.360.cn,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
101.226.4.6,,443,pub1.sdns.360.cn,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
101.226.4.6,,443,doh.360.cn,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
101.198.191.132,,443,doh.360.cn,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
101.200.190.126,,443,alidns.com,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
101.199.254.118,,443,doh.360.cn,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
101.34.204.157,,443,i.233py.com,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
101.199.113.208,,443,doh.360.cn,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
103.103.131.105,,443,dns.nextdns.io,1647539951,1647539951,1647539951,TLSv1.3,TLS_CHACHA20_POLY1305_SHA256,SUCCESS,,,,,,
101.35.161.25,,443,i.233py.com,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
103.102.166.14,,443,doh5001.wikimedia.org,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
103.102.166.14,,443,wikimedia-dns.org,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
101.43.225.245,,443,dns.dnse.ltd,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
103.159.93.100,,443,doh-lintang.korowelang.id,1647539951,1647539951,,TLS_NULL_WITH_NULL_NULL,TLS_NULL_WITH_NULL_NULL,NO ROUTE,,,,,,dial tcp <nil>->103.159.93.100:443: connect: no route to host
103.102.166.5,,443,wikimedia-dns.org,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
103.102.166.5,,443,doh5002.wikimedia.org,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
103.137.62.19,,443,dns.qvq.network,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
1.0.0.1,,443,1dot1dot1dot1.cloudflare-dns.com,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
103.127.124.46,,443,dns.nextdns.io,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
103.105.98.141,,443,doh.terasys.co.id,1647539951,1647539951,1647539951,TLSv1.3,TLS_CHACHA20_POLY1305_SHA256,SUCCESS,,,,,,
103.161.172.14,,443,rdns.tino.org,1647539951,1647539951,1647539951,TLSv1.3,TLS_CHACHA20_POLY1305_SHA256,SUCCESS,,,,,,
103.161.172.14,,443,dns.bahien.com,1647539951,1647539951,1647539951,TLSv1.3,TLS_CHACHA20_POLY1305_SHA256,SUCCESS,,,,,,
103.124.95.99,,443,dns.adbvn.com,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
1.0.0.1,,443,one.one.one.one,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
103.105.98.141,,443,www.doh.terasys.co.id,1647539951,1647539951,1647539951,TLSv1.3,TLS_CHACHA20_POLY1305_SHA256,SUCCESS,,,,,,
103.199.17.192,,443,dns.nextdns.io,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
103.121.210.210,,443,dns.sb,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
103.121.210.210,,443,doh.sb,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
103.121.210.210,,443,jp-nrt.doh.sb,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
103.121.210.211,,443,doh.sb,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
103.121.210.211,,443,dns.sb,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
103.121.210.212,,443,dns.sb,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
103.247.36.150,,443,doh.dnsfilter.com,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
103.121.210.212,,443,doh.sb,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
103.247.37.150,,443,doh.dnsfilter.com,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
119.3.218.92,,443,www.dnsenc.com,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
103.6.84.23,,443,dns2-hkg.securd.com,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
103.6.84.23,,443,dns.securd.com,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
103.179.44.88,,443,dns.x11.pw,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
103.170.232.254,,443,dns.nextdns.io,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
103.237.147.61,,443,dns.nguyendn.com,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
104.16.133.229,,443,dns.cloudflare.com,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
103.196.38.200,,443,doh.hdns.io,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
104.16.248.249,,443,cloudflare-dns.com,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
104.16.132.229,,443,dns.cloudflare.com,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
103.172.17.225,,443,dns1.mactel.net.id,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
103.196.38.200,,443,dot.hdns.io,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
103.141.154.3,,443,dns.gi.co.id,1647539951,1647539951,1647539951,TLSv1.2,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,SUCCESS,,,,,,
103.179.45.33,,443,jpdns.hker.me,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
104.16.249.249,,443,cloudflare-dns.com,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
103.196.38.200,,443,query.hdns.io,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
103.196.38.38,,443,a.hdns.io,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
103.196.38.40,,443,c.hdns.io,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
103.253.27.40,,443,doh.sterli.net,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
103.196.38.39,,443,b.hdns.io,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
104.21.22.243,,443,adblock.mydns.network,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
104.21.22.243,,443,freedom.mydns.network,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
103.62.48.147,,443,dns.nextdns.io,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
104.21.13.53,,443,basic.rethinkdns.com,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
103.12.211.14,,443,dns.nextdns.io,1647539951,1647539951,1647539951,TLSv1.3,TLS_CHACHA20_POLY1305_SHA256,SUCCESS,,,,,,
103.2.57.6,,443,public.dns.iij.jp,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
103.174.50.18,,443,dns.nayemador.com,1647539951,1647539951,1647539951,TLSv1.3,TLS_CHACHA20_POLY1305_SHA256,SUCCESS,,,,,,
103.2.57.5,,443,public00.dns.iij.jp,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
103.227.141.70,,443,dns.disdik.id,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
104.21.51.90,,443,doh.post-factum.tk,1647539951,1647539951,1647539952,TLS_NULL_WITH_NULL_NULL,TLS_NULL_WITH_NULL_NULL,SSL HANDSHAKE FAILURE,,,,,,remote error: tls: handshake failure
103.2.57.6,,443,dns.iij.jp,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
103.2.57.5,,443,public.dns.iij.jp,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
103.174.50.18,,443,nayemador.bdixdns.com,1647539951,1647539951,1647539951,TLSv1.3,TLS_CHACHA20_POLY1305_SHA256,SUCCESS,,,,,,
103.13.112.100,,443,mumdns.tfaq.cc,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
103.29.68.118,,443,jp-dns1.bancuh.com,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
103.13.114.172,,443,dns.nextdns.io,1647539951,1647539951,1647539951,TLSv1.3,TLS_CHACHA20_POLY1305_SHA256,SUCCESS,,,,,,
104.21.30.162,,443,jp.tiarap.org,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
103.2.57.6,,443,public01.dns.iij.jp,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
103.2.57.5,,443,dns.iij.jp,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
104.21.49.234,,443,basic.bravedns.com,1647539951,1647539951,1647539952,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
103.88.47.112,,443,dns.nextdns.io,1647539951,1647539951,1647539952,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
103.127.29.198,,443,dns.nextdns.io,1647539951,1647539951,1647539951,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
106.55.130.227,,443,doh.pub,1647539952,1647539952,1647539952,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
103.213.237.58,,443,dns-a.inspirebroadband.net,1647539951,1647539951,1647539952,TLSv1.3,TLS_CHACHA20_POLY1305_SHA256,SUCCESS,,,,,,
106.75.142.139,,443,dns.ivjn.cn,1647539952,1647539952,1647539952,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
106.55.127.112,,443,doh.pub,1647539952,1647539952,1647539952,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
104.21.49.234,,443,free.bravedns.com,1647539951,1647539951,1647539952,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
119.3.92.152,,443,dnsjsj.youjisoft.com,1647539952,1647539952,1647539952,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
1.1.1.1,,443,cloudflare-dns.com,1647539952,1647539952,1647539952,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
1.1.1.2,,443,security.cloudflare-dns.com,1647539952,1647539952,1647539952,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
1.1.1.3,,443,family.cloudflare-dns.com,1647539952,1647539952,1647539952,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
110.40.137.162,,443,dns.jobs0.top,1647539952,1647539952,1647539952,TLS_NULL_WITH_NULL_NULL,TLS_NULL_WITH_NULL_NULL,CONNECTION RESET BY PEER,,,,,,read tcp 172.22.21.2:47482->110.40.137.162:443: read: connection reset by peer
103.212.225.153,,443,dns.nextdns.io,1647539951,1647539951,1647539952,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
106.14.221.10,,443,dns.myhamplace.com,1647539952,1647539952,1647539952,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
103.130.69.37,,443,dns.nextdns.io,1647539951,1647539951,1647539952,TLSv1.3,TLS_CHACHA20_POLY1305_SHA256,SUCCESS,,,,,,
103.230.156.210,,443,dns.ashleyjackson.net,1647539951,1647539951,1647539952,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
103.230.156.210,,443,dnsServer,1647539951,1647539951,1647539952,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
103.232.207.2,,443,dns.emeraldonion.org,1647539951,1647539951,1647539952,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
110.42.214.43,,443,edns.elstec.cn,1647539952,1647539952,1647539952,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
1.116.116.195,,443,dns.liuhr.online,1647539952,1647539952,1647539952,TLS_NULL_WITH_NULL_NULL,TLS_NULL_WITH_NULL_NULL,CONNECTION RESET BY PEER,,,,,,read tcp 172.22.21.2:52612->1.116.116.195:443: read: connection reset by peer
103.232.207.2,,443,metrics.dns.emeraldonion.org,1647539951,1647539951,1647539952,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
103.232.207.2,,443,odoh.dns.emeraldonion.org,1647539951,1647539951,1647539952,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
103.232.207.3,,443,dns.emeraldonion.org,1647539951,1647539951,1647539952,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
111.13.66.229,,443,doh.360.cn,1647539952,1647539952,1647539952,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
111.229.46.231,,443,d.gdns.ren,1647539952,1647539952,1647539952,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
111.173.115.132,,443,dnss.sh501.com,1647539952,1647539952,1647539952,TLSv1.3,TLS_CHACHA20_POLY1305_SHA256,SUCCESS,,,,,,
111.229.68.53,,443,i.233py.com,1647539952,1647539952,1647539952,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
103.232.207.3,,443,odoh.dns.emeraldonion.org,1647539951,1647539951,1647539952,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
103.232.207.3,,443,metrics.dns.emeraldonion.org,1647539951,1647539951,1647539952,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
111.206.170.220,,443,doh.360.cn,1647539952,1647539952,1647539952,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
111.206.170.68,,443,doh.360.cn,1647539952,1647539952,1647539952,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
111.206.170.77,,443,doh.360.cn,1647539952,1647539952,1647539952,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
111.206.170.78,,443,doh.360.cn,1647539952,1647539952,1647539952,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
119.28.74.44,,443,doh.xyz,1647539952,1647539952,1647539952,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
119.28.74.44,,443,www.doh.xyz,1647539952,1647539952,1647539952,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
112.124.101.139,,443,dns.zhebk.cn,1647539952,1647539952,1647539952,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
1.117.174.35,,443,tlsdns.xuanlove.cn,1647539952,1647539952,1647539952,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
119.28.92.239,,443,dns-query.7hz.cc,1647539952,1647539952,1647539952,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
119.3.92.152,,443,ecs-119-3-92-152.compute.hwclouds-dns.com,1647539952,1647539952,1647539952,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
112.65.69.15,,443,doh.360.cn,1647539952,1647539952,1647539952,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
103.242.45.39,,443,dns64.dns.google,1647539951,1647539951,1647539952,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
116.63.136.113,,443,ecs-116-63-136-113.compute.hwclouds-dns.com,1647539952,1647539952,1647539952,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
106.75.20.65,,443,onedns.net,1647539952,1647539952,1647539952,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
113.31.103.21,,443,dnss.sh501.com,1647539952,1647539952,1647539952,TLSv1.3,TLS_CHACHA20_POLY1305_SHA256,SUCCESS,,,,,,
119.91.151.249,,443,dns.thesteder.com,1647539952,1647539952,1647539952,TLS_NULL_WITH_NULL_NULL,TLS_NULL_WITH_NULL_NULL,CONNECTION RESET BY PEER,,,,,,read tcp 172.22.21.2:36852->119.91.151.249:443: read: connection reset by peer
103.130.69.39,,443,dns.nextdns.io,1647539951,1647539951,1647539952,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
114.32.179.218,,443,truenas.myddns.me,1647539952,1647539952,1647539952,TLSv1.3,TLS_CHACHA20_POLY1305_SHA256,SUCCESS,,,,,,
103.62.50.101,,443,dns.nextdns.io,1647539951,1647539951,1647539952,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
111.7.223.98,,443,dns.ipv6dns.com,1647539952,1647539952,1647539952,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
116.62.204.71,,443,dns.zhebk.cn,1647539952,1647539952,1647539952,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
146.112.41.2,,443,dns.opendns.com,1647539952,1647539952,1647539952,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
104.168.204.217,,443,hwsrv-592846.hostwindsdns.com,1647539951,1647539951,1647539952,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
1.1.1.1,,443,1dot1dot1dot1.cloudflare-dns.com,1647539952,1647539952,1647539952,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
120.78.219.6,,443,idns.kbsml.com,1647539952,1647539952,1647539952,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
103.242.45.39,,443,dns.google.com,1647539951,1647539951,1647539952,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
116.228.181.2,,443,dns.189ca.cn,1647539952,1647539952,1647539952,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
111.7.73.60,,443,doh.360.cn,1647539952,1647539952,1647539952,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
117.135.153.199,,443,pub2.sdns.360.cn,1647539952,1647539952,1647539952,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
1.1.1.1,,443,one.one.one.one,1647539952,1647539952,1647539952,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
120.78.173.15,,443,dns.infiiinity.xyz,1647539952,1647539952,1647539952,TLSv1.2,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,SUCCESS,,,,,,
103.62.49.149,,443,dns.nextdns.io,1647539951,1647539951,1647539952,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
117.135.153.199,,443,dns.360.cn,1647539952,1647539952,1647539952,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
116.106.237.109,,443,dns.google,1647539952,1647539952,1647539952,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
1.192.192.206,,443,doh.360.cn,1647539952,1647539952,1647539952,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
1.192.192.207,,443,doh.360.cn,1647539952,1647539952,1647539952,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
118.190.141.58,,443,dns.crownor.com,1647539952,1647539952,1647539952,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
108.61.161.213,,443,doh004.280blocker.net,1647539952,1647539952,1647539952,TLSv1.2,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,SUCCESS,,,,,,
116.204.183.61,,443,dns.nextdns.io,1647539952,1647539952,1647539952,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
116.106.237.109,,443,dns64.dns.google,1647539952,1647539952,1647539952,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
103.6.212.123,,443,nz01.dns4me.net,1647539951,1647539951,1647539952,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
13.72.215.74,,443,alidns.com,1647539952,1647539952,1647539952,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
116.110.254.138,,443,dns.firefenix.cf,1647539952,1647539952,1647539952,TLSv1.2,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,SUCCESS,,,,,,
103.242.45.39,,443,dns.google,1647539951,1647539951,1647539952,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
146.112.41.2,,443,dns.umbrella.com,1647539952,1647539952,1647539952,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
121.37.4.233,,443,ecs-121-37-4-233.compute.hwclouds-dns.com,1647539952,1647539952,1647539952,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
116.106.237.109,,443,dns.google.com,1647539952,1647539952,1647539952,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
123.60.226.160,,443,ecs-123-60-226-160.compute.hwclouds-dns.com,1647539952,1647539952,1647539952,TLSv1.2,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,SUCCESS,,,,,,
120.53.80.136,,443,doh.pub,1647539952,1647539952,1647539952,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
121.36.26.72,,443,dns.auro.ink,1647539952,1647539952,1647539952,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
103.76.146.76,,443,dns.rjoc.me,1647539951,1647539951,1647539952,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
103.175.234.194,,443,dns.strata.gurupannu.com,1647539951,1647539951,1647539952,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
103.175.234.194,,443,homerouter-dns.strata.gurupannu.com,1647539951,1647539951,1647539952,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
121.36.26.72,,443,ecs-121-36-26-72.compute.hwclouds-dns.com,1647539952,1647539952,1647539952,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
122.9.162.85,,443,ecs-122-9-162-85.compute.hwclouds-dns.com,1647539952,1647539952,1647539952,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
103.175.234.194,,443,no-rdns.stratagem.host,1647539951,1647539951,1647539952,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
121.36.71.244,,443,ecs-121-36-71-244.compute.hwclouds-dns.com,1647539952,1647539952,1647539952,TLSv1.3,TLS_AES_128_GCM_SHA256,SUCCESS,,,,,,
122.146.112.22,,443,dns.1113.tw,1647539952,1647539952,1647539952,TLSv1.3,TLS_CHACHA20_POLY1305_SHA256,SUCCESS,,,,,,
134.209.96.106,,443,dancing.dns,1647539952,1647539952,1647539952,TLSv1.3,TLS_AES_256_GCM_SHA384,SUCCESS,,,,,,
